dteday,temp,hum,windspeed,cnt
2011-07-08,0.709167,0.757917,0.225129,4040
2012-07-22,0.6675,0.7625,0.0939208,7410
2011-07-04,0.726667,0.637917,0.0814792,6043
2012-12-03,0.4525,0.7675,0.0827208,6234
2011-05-18,0.55,0.87,0.201492,3855
2012-02-19,0.28,0.515833,0.253112,2689
2012-07-11,0.716667,0.633333,0.151733,7264
2011-09-19,0.549167,0.69,0.151742,4539
2012-10-15,0.561667,0.7075,0.296037,5875
2011-09-09,0.65,0.897917,0.124379,3544
2012-08-15,0.706667,0.619583,0.169771,7347
2012-09-12,0.599167,0.577083,0.131846,7870
2012-08-04,0.793333,0.613333,0.257458,6824
2012-09-02,0.696667,0.815,0.0640708,5810
2011-05-28,0.655833,0.729583,0.230092,4758
2012-06-26,0.630833,0.373333,0.347642,7442
2012-08-18,0.678333,0.603333,0.177867,7865
2012-02-28,0.359167,0.395833,0.193417,4363
2011-05-11,0.5425,0.632917,0.120642,4182
2011-06-05,0.648333,0.6525,0.138692,4906
2012-09-22,0.65,0.646667,0.283583,8395
2012-03-19,0.545,0.72875,0.162317,6153
2011-07-21,0.815,0.69125,0.222021,3784
2011-11-03,0.408333,0.702083,0.136817,3974
2011-06-26,0.68,0.513333,0.0945333,5305
2011-08-11,0.7175,0.42375,0.164796,4792
2012-06-12,0.653333,0.833333,0.214546,4972
2011-12-16,0.375,0.500417,0.260575,3577
2011-12-07,0.41,0.970417,0.266175,705
2012-02-17,0.343333,0.634583,0.205846,4154
2012-02-04,0.264167,0.779583,0.121896,2832
2011-12-18,0.238333,0.58625,0.169779,2431
2011-01-15,0.233333,0.49875,0.157963,1248
2012-07-10,0.720833,0.6675,0.151737,6290
2011-09-30,0.564167,0.6475,0.206475,5202
2012-02-27,0.366667,0.490833,0.268033,4322
2012-01-01,0.37,0.6925,0.192167,2294
2011-12-31,0.41,0.615833,0.220154,2485
2012-07-23,0.741667,0.694167,0.138683,6966
2012-05-02,0.564167,0.797083,0.138058,6169
2011-06-18,0.696667,0.670417,0.119408,5119
2011-07-24,0.83,0.550833,0.169171,3606
2012-05-09,0.575,0.744167,0.216412,4717
2011-10-20,0.475833,0.63625,0.422275,4195
2012-10-06,0.554167,0.664167,0.268025,7965
2011-04-27,0.62,0.835417,0.3122,3872
2012-08-02,0.7525,0.659583,0.129354,7261
2011-06-29,0.728333,0.497917,0.261821,5225
2012-06-22,0.7775,0.57375,0.182842,5823
2011-04-13,0.4125,0.819167,0.250617,2162
2011-04-24,0.581667,0.810833,0.192175,4191
2011-08-29,0.636667,0.554583,0.159825,4634
2012-07-25,0.724167,0.45,0.1648,8173
2011-07-15,0.663333,0.59125,0.182833,5538
2012-05-11,0.533333,0.360417,0.236937,7030
2012-10-29,0.44,0.88,0.3582,22
2011-05-17,0.561667,0.837917,0.277354,4123
2011-10-30,0.319167,0.62375,0.176617,3331
2011-07-30,0.804167,0.465833,0.168537,4475
2011-11-26,0.375833,0.681667,0.0684208,3068
2011-04-02,0.315,0.65375,0.197146,2252
2011-01-13,0.165,0.470417,0.301,1406
2011-07-31,0.805833,0.480833,0.164813,4302
2011-04-01,0.3,0.68625,0.258708,2227
2011-03-25,0.264167,0.495,0.230725,2210
2012-04-12,0.3975,0.46625,0.290429,5409
2012-08-17,0.723333,0.570833,0.231354,7148
2012-04-10,0.446667,0.435,0.249375,5918
2011-10-14,0.550833,0.71625,0.223883,3644
2011-07-01,0.7225,0.39625,0.102608,5362
2011-02-22,0.182222,0.577778,0.195683,1450
2012-04-30,0.464167,0.57,0.171638,5572
2012-05-22,0.615,0.765833,0.118167,6073
2011-07-03,0.716667,0.6825,0.228858,4649
2012-08-19,0.635833,0.711667,0.08645,4549
2011-07-06,0.72,0.743333,0.149883,4629
2011-06-07,0.7075,0.597917,0.187808,4833
2012-06-23,0.731667,0.534583,0.179721,7458
2012-08-24,0.7025,0.615,0.0721458,7582
2012-11-25,0.245833,0.468333,0.1505,2424
2011-03-17,0.415,0.602917,0.209579,2744
2012-09-30,0.526667,0.583333,0.134958,6889
2012-02-08,0.256667,0.722917,0.133721,2802
2012-01-05,0.265833,0.524167,0.129987,3272
2011-01-19,0.292174,0.741739,0.208317,1650
2011-10-07,0.510833,0.684167,0.0223917,4985
2011-03-18,0.54,0.525217,0.231017,3239
2012-04-27,0.4575,0.400833,0.347633,6233
2012-10-03,0.6575,0.79375,0.0665458,7572
2011-12-26,0.321739,0.506957,0.239465,1317
2011-10-15,0.506667,0.483333,0.258083,5217
2011-08-07,0.7425,0.752917,0.201487,3785
2011-10-10,0.570833,0.73375,0.0423042,5117
2012-04-26,0.498333,0.756667,0.176625,5026
2011-03-24,0.285,0.805833,0.243787,1865
2011-05-15,0.5625,0.867083,0.152979,4553
2011-11-23,0.440833,0.757917,0.335825,2566
2011-03-08,0.2925,0.420833,0.12065,2133
2011-06-20,0.635,0.74625,0.155475,4010
2012-04-01,0.425833,0.67625,0.172267,6041
2011-01-23,0.0965217,0.436522,0.2466,986
2012-09-06,0.696667,0.810417,0.142421,6203
2012-03-25,0.4375,0.880833,0.220775,4996
2011-12-25,0.274783,0.681304,0.155091,754
2012-11-14,0.289167,0.552083,0.199625,5495
2011-01-27,0.195,0.6875,0.113837,431
2012-07-13,0.731667,0.485833,0.08085,7499
2012-10-11,0.435,0.463333,0.181596,7570
2011-09-16,0.469167,0.590417,0.164183,4760
2012-11-18,0.3425,0.692917,0.227612,4669
2011-11-21,0.4475,0.91,0.138054,2765
2012-02-03,0.313333,0.526667,0.178496,4151
2012-10-13,0.393333,0.494583,0.146142,7109
2011-04-18,0.5125,0.5425,0.163567,3429
2011-11-06,0.348333,0.734583,0.0920542,3649
2011-05-25,0.660833,0.69625,0.154233,4978
2011-05-20,0.536667,0.719583,0.125013,4917
2012-08-25,0.661667,0.712917,0.244408,6053
2011-12-24,0.3025,0.5425,0.190304,1011
2011-02-24,0.295652,0.697391,0.250496,1807
2012-08-22,0.6675,0.677083,0.0702833,7375
2012-06-04,0.5975,0.487083,0.284833,6998
2011-03-10,0.389091,0,0.261877,623
2011-02-23,0.221739,0.423043,0.094113,1917
2011-12-06,0.4625,0.949583,0.232583,2594
2012-10-08,0.383333,0.709583,0.189679,5478
2011-10-11,0.566667,0.80875,0.143042,4563
2011-12-08,0.265833,0.58,0.240058,3322
2012-01-19,0.19,0.4975,0.220158,3292
2012-11-16,0.345,0.524583,0.171025,5698
2012-05-21,0.598333,0.81125,0.233204,4359
2011-11-10,0.38,0.813333,0.189067,2933
2011-06-04,0.635,0.45625,0.123142,5342
2011-12-27,0.325,0.7625,0.18845,1162
2011-10-06,0.494167,0.620833,0.134954,4765
2012-09-07,0.703333,0.73625,0.171646,7504
2012-02-29,0.344348,0.804783,0.179117,1834
2011-05-26,0.708333,0.6775,0.199642,4677
2011-07-09,0.733333,0.609167,0.167912,5336
2011-05-06,0.479167,0.59,0.228246,4608
2012-02-24,0.4075,0.7375,0.237567,3487
2011-06-28,0.744167,0.634167,0.144283,4648
2012-01-27,0.425,0.74125,0.342667,3456
2012-01-29,0.2825,0.31125,0.24005,3243
2011-09-17,0.491667,0.718333,0.189675,4511
2012-07-14,0.703333,0.699167,0.143679,6969
2011-10-03,0.384167,0.760833,0.0833458,3570
2012-09-20,0.546667,0.618333,0.118167,7720
2011-02-21,0.303333,0.605,0.307846,1107
2011-10-16,0.511667,0.486667,0.281717,5041
2011-11-15,0.53,0.68875,0.199633,4195
2012-11-11,0.420833,0.659167,0.1275,6852
2011-01-05,0.226957,0.436957,0.1869,1600
2011-02-07,0.271667,0.738333,0.0454083,1712
2012-01-20,0.2175,0.45,0.20275,3163
2012-02-05,0.265833,0.687917,0.175996,2947
2012-06-17,0.5925,0.59875,0.144904,6978
2011-06-03,0.62,0.354167,0.253121,5312
2012-05-19,0.6,0.45625,0.083975,8294
2011-12-10,0.275,0.5075,0.233221,3190
2012-09-27,0.65,0.690833,0.134342,7393
2011-07-22,0.848333,0.580417,0.1331,3387
2012-03-30,0.37,0.580833,0.138067,5459
2011-05-03,0.616667,0.697083,0.342667,4451
2012-03-07,0.404167,0.513333,0.345779,4916
2012-01-02,0.273043,0.381304,0.329665,1951
2011-12-09,0.290833,0.695833,0.0827167,3620
2012-12-23,0.245833,0.515417,0.133083,1787
2011-05-14,0.520833,0.9225,0.13495,3409
2012-08-13,0.720833,0.545417,0.136212,6883
2011-09-25,0.634167,0.845,0.0503792,5010
2011-10-17,0.534167,0.579583,0.175379,4570
2011-10-26,0.484167,0.720417,0.148642,3894
2011-12-03,0.299167,0.612917,0.0957833,3614
2012-10-18,0.5225,0.728333,0.236937,7509
2012-02-26,0.279167,0.41,0.205229,3389
2011-11-14,0.53,0.587083,0.306596,4486
2011-01-21,0.1775,0.457083,0.353242,1543
2012-02-23,0.454167,0.554583,0.190913,5062
2012-03-12,0.466667,0.489167,0.207713,5298
2011-05-07,0.52,0.54125,0.16045,4714
2011-10-19,0.541739,0.895217,0.243339,2424
2011-03-03,0.198333,0.318333,0.225754,1685
2012-05-16,0.636667,0.697917,0.122512,7424
2011-05-01,0.451667,0.762083,0.106354,3351
2011-12-12,0.238333,0.670833,0.06345,3310
2011-02-04,0.211304,0.585217,0.127839,1708
2011-11-01,0.400833,0.68375,0.135571,4068
2011-02-05,0.233333,0.929167,0.161079,1005
2012-12-16,0.3625,0.83875,0.100742,3786
2011-02-11,0.189091,0.506364,0.10855,1746
2011-09-18,0.5075,0.695,0.178483,4274
2012-03-06,0.258333,0.456667,0.200875,3956
2012-07-18,0.793333,0.577083,0.137442,5713
2012-07-09,0.710833,0.683333,0.180975,6569
2012-08-23,0.695833,0.635833,0.0845958,7765
2011-09-02,0.643333,0.727083,0.139929,4727
2011-10-27,0.47,0.812917,0.197763,2659
2012-04-20,0.526667,0.694583,0.149871,7290
2012-03-13,0.565,0.6175,0.23695,5847
2011-06-10,0.755,0.605,0.140554,4586
2012-07-02,0.781667,0.447083,0.195267,6227
2012-05-17,0.593333,0.52,0.229475,7384
2011-10-05,0.538333,0.647917,0.17725,4826
2012-01-12,0.3825,0.802917,0.180967,4097
2012-10-30,0.318182,0.825455,0.213009,1096
2011-01-30,0.216522,0.722174,0.0739826,1096
2011-04-22,0.336667,0.729583,0.219521,1683
